,time,rad_flow,fpv_close,fpv_open,high,bypass,bpv_close,bpv_open,class,wtf
6615,106,5,108,3,70,0,1,38,36,5
6616,37,2,79,6,0,0,42,79,38,1
6617,56,-1,95,-7,44,-4,40,51,12,4
6618,37,0,76,-1,16,6,39,61,22,1
6619,41,-1,97,0,38,-28,56,59,2,1
6620,102,0,102,-2,70,-10,1,33,32,5
6621,49,2,79,2,50,30,30,30,0,1
6622,52,0,86,0,54,31,34,32,0,1
6623,56,-4,83,0,56,7,27,26,0,1
6624,41,-1,82,0,42,7,41,41,0,1
6625,37,0,79,0,8,-14,42,71,28,1
6626,37,0,77,8,28,6,40,49,8,1
6627,41,0,89,7,42,27,48,48,0,1
6628,56,-2,99,5,38,-2,43,60,18,4
6629,55,0,77,0,44,20,22,34,12,4
6630,80,3,83,-2,-28,0,3,112,108,5
6631,54,1,89,0,54,0,35,35,0,1
6632,49,0,95,-2,50,2,46,46,0,1
6633,56,-1,96,0,54,2,40,42,2,1
6634,78,0,81,-3,-40,0,4,123,120,5
6635,41,-4,82,0,42,0,41,41,0,1
6636,56,0,79,0,16,23,23,63,40,4
6637,57,3,81,0,56,0,25,24,0,1
6638,39,4,80,-7,38,0,41,41,0,1
6639,56,5,97,0,42,2,41,56,14,4
6640,56,0,86,0,54,-26,30,32,2,1
6641,55,0,79,-2,20,-4,24,59,34,4
6642,55,0,95,1,50,0,40,46,6,4
6643,37,0,107,0,28,15,69,78,8,1
6644,55,-2,80,0,-4,14,25,85,60,4
6645,56,2,99,0,46,-5,42,52,10,4
6646,55,0,77,0,-10,-10,21,87,66,4
6647,37,0,103,0,30,5,66,72,6,1
6648,49,-1,89,0,50,19,40,40,0,1
6649,55,0,81,0,54,-4,25,26,2,1
6650,53,-2,78,0,54,0,25,24,0,1
6651,39,0,79,-1,38,-1,41,41,0,1
6652,37,0,82,0,-2,31,45,85,40,1
6653,41,-1,80,0,38,-15,39,41,2,1
6654,37,0,77,0,34,7,40,43,4,1
6655,54,3,83,0,54,0,28,28,0,1
6656,56,1,86,0,54,-2,30,32,2,1
6657,41,1,86,0,42,5,45,44,0,1
6658,53,-5,108,0,52,-24,55,56,2,1
6659,37,0,93,0,10,-1,56,83,28,1
6660,55,0,77,0,-22,0,22,101,78,4
6661,55,-1,77,-3,44,0,22,34,12,4
6662,37,0,81,-1,20,0,44,61,16,1
6663,55,0,77,0,12,-30,22,65,42,4
6664,55,0,77,-1,-28,1,21,105,84,4
6665,37,0,79,8,24,0,42,56,14,1
6666,55,0,76,0,-14,12,21,92,70,4
6667,45,0,85,2,46,15,40,39,0,1
6668,45,-4,77,0,44,0,33,34,0,1
6669,44,1,87,1,44,3,43,43,0,1
6670,37,0,79,-1,12,-3,43,66,24,1
6671,56,0,92,0,52,6,36,40,4,4
6672,52,-1,84,0,52,0,32,32,0,1
6673,49,3,81,0,50,5,32,32,0,1
6674,37,0,76,0,30,-22,39,45,6,1
6675,46,-5,88,0,46,0,41,41,0,1
6676,38,5,77,0,38,13,39,38,0,1
6677,56,0,96,0,52,-30,40,44,4,4
6678,52,-1,81,0,52,-1,29,30,0,1
6679,55,-4,79,0,54,0,24,24,0,1
6680,56,-2,81,0,56,6,25,24,0,1
6681,42,4,85,0,42,0,43,44,2,1
6682,102,0,103,0,70,-7,1,33,32,5
6683,41,1,75,0,38,-24,34,36,2,1
6684,51,0,86,0,52,0,35,35,0,1
6685,37,0,79,0,28,8,42,50,8,1
6686,55,0,87,4,54,0,32,33,2,1
6687,82,-5,86,-2,-4,-17,3,91,88,5
6688,42,0,77,7,42,0,35,36,2,1
6689,46,0,77,0,44,-24,32,34,2,1
6690,37,0,81,0,38,27,43,42,0,1
6691,37,-2,77,0,0,27,40,77,36,1
6692,56,0,97,4,52,25,41,45,4,4
6693,47,1,83,0,46,0,36,37,0,1
6694,43,-2,106,0,42,-10,62,64,2,1
6695,37,0,76,-4,18,-2,39,57,18,1
6696,43,0,87,0,42,-13,44,46,2,1
6697,37,-2,83,5,34,0,46,49,4,1
6698,44,0,86,-4,44,4,43,42,0,1
6699,37,0,103,0,30,1,66,72,6,1
6700,37,0,83,4,34,0,46,49,4,1
6701,37,0,75,0,34,-14,38,41,2,1
6702,37,0,76,0,34,9,39,42,2,1
6703,56,0,81,0,-2,-2,25,83,58,4
6704,51,-1,109,0,50,-7,59,60,2,1
6705,44,7,79,0,42,0,35,37,2,1
6706,37,0,76,0,16,-9,39,61,22,1
6707,49,0,87,-1,50,8,38,38,0,1
6708,58,0,86,-4,56,0,29,30,0,1
6709,56,2,95,0,54,13,39,41,2,1
6710,37,0,77,0,34,8,40,43,2,1
6711,37,0,95,-2,24,-23,58,72,14,1
6712,45,0,83,-3,44,-4,38,39,2,1
6713,41,0,77,0,42,15,36,35,0,1
6714,37,0,95,-7,12,-8,58,82,24,1
6715,46,0,88,0,46,0,43,42,0,1
6716,37,0,106,13,26,-2,69,80,12,1
6717,38,1,86,0,38,8,49,48,0,1
6718,55,0,86,0,56,30,31,30,0,1
6719,46,1,88,0,46,0,41,41,0,1
6720,81,-1,85,0,-40,2,4,126,122,5
6721,37,0,76,0,24,-14,40,53,14,1
6722,47,0,90,8,46,0,44,44,0,1
6723,55,0,76,0,-18,-23,21,94,74,4
6724,38,1,76,0,36,-15,38,39,2,1
6725,37,0,83,2,8,-2,47,75,28,1
6726,45,-2,82,0,44,-14,37,38,2,1
6727,38,1,93,-1,38,0,55,55,0,1
6728,43,0,89,0,42,-16,46,48,2,1
6729,47,1,83,-3,46,0,36,36,0,1
6730,56,0,97,0,50,-25,41,48,6,4
6731,85,0,88,0,2,-16,3,86,82,5
6732,46,0,77,0,46,1,31,30,0,1
6733,55,-1,99,0,50,8,43,49,6,4
6734,37,0,83,0,16,20,46,67,22,1
6735,42,0,87,0,42,0,45,46,2,1
6736,56,0,79,0,56,12,23,22,0,1
6737,47,0,76,-1,46,-2,30,30,0,1
6738,55,0,98,0,42,-6,42,57,14,4
6739,41,4,83,0,42,7,41,41,0,1
6740,37,0,78,0,10,-14,41,68,26,1
6741,37,-5,82,0,36,-1,45,46,0,1
6742,85,0,88,0,0,-23,3,88,86,5
6743,51,-4,81,0,52,0,30,30,0,1
6744,37,0,79,0,16,18,42,63,22,1
6745,37,0,76,0,34,27,39,42,2,1
6746,37,0,80,0,-2,-2,43,83,40,1
6747,43,-5,89,0,44,10,46,45,0,1
6748,37,0,78,-5,6,0,41,73,32,1
6749,38,4,80,0,36,-6,42,44,2,1
6750,56,0,76,0,-12,7,20,89,68,4
6751,105,1,108,0,70,0,2,38,36,5
6752,37,0,76,1,36,0,40,40,0,1
6753,49,0,110,-4,46,-2,61,64,2,1
6754,41,2,106,-2,42,7,65,65,0,1
6755,56,0,97,2,46,1,41,50,10,4
6756,56,0,97,0,46,5,41,50,10,4
6757,43,-2,108,0,42,-17,64,66,2,1
6758,45,0,82,3,44,0,37,38,2,1
6759,37,-1,79,1,0,0,42,79,36,1
6760,37,0,77,0,28,-16,40,48,8,1
6761,39,0,107,-4,38,0,68,68,0,1
6762,46,0,87,-11,46,-3,41,41,0,1
6763,57,1,79,0,56,0,22,22,0,1
6764,37,0,76,2,30,-30,40,45,6,1
6765,37,0,83,-7,30,0,46,52,6,1
6766,43,1,76,-2,42,-3,33,35,2,1
6767,49,0,86,2,46,-24,38,40,2,1
6768,37,0,106,0,36,17,68,69,2,1
6769,50,0,81,-1,50,-1,30,32,2,1
6770,45,-5,81,0,46,6,35,34,0,1
6771,53,0,102,3,54,6,49,48,0,1
6772,37,0,81,0,8,-6,44,73,28,1
6773,55,0,79,0,18,-22,23,61,38,4
6774,56,-3,97,1,44,9,41,53,12,4
6775,37,0,79,-1,36,-1,42,43,0,1
6776,37,0,78,0,16,18,41,63,22,1
6777,58,-2,91,0,56,0,33,34,2,1
6778,40,-1,85,0,38,0,45,46,2,1
6779,37,0,76,0,24,9,39,53,14,1
6780,43,0,79,-2,42,0,36,37,2,1
6781,55,0,77,0,-4,2,21,82,60,4
6782,47,1,107,0,46,0,59,60,0,1
6783,55,0,79,1,24,-8,23,55,32,4
6784,55,0,77,0,42,20,22,36,14,4
6785,44,1,76,0,42,-11,32,34,2,1
6786,56,0,81,0,-10,-5,25,91,66,4
6787,66,0,109,0,64,-9,43,45,2,1
6788,37,0,78,0,18,-26,42,60,18,1
6789,55,0,96,0,46,4,41,50,8,4
6790,51,-1,91,0,50,-24,40,42,2,1
6791,37,0,78,0,18,-1,41,60,18,1
6792,37,0,83,0,-2,22,46,85,40,1
6793,43,-4,76,0,42,-13,33,35,2,1
6794,41,5,86,0,38,-17,45,48,2,1
6795,47,-2,95,-4,46,0,48,48,0,1
6796,56,0,86,0,54,-6,30,32,2,1
6797,44,1,78,-2,44,0,34,34,0,1
6798,46,-3,100,0,46,0,54,53,0,1
6799,49,3,83,0,46,-3,34,37,2,1
6800,50,5,86,-1,50,0,36,37,2,1
6801,55,0,95,0,54,14,40,41,2,1
6802,41,3,93,0,42,16,52,52,0,1
6803,55,0,76,0,-18,-6,21,94,74,4
6804,53,0,79,0,54,5,25,24,0,1
6805,36,0,75,0,36,0,39,39,0,1
6806,51,3,81,-7,52,17,30,30,0,1
6807,45,0,85,4,46,24,40,39,0,1
6808,37,0,95,0,28,1,58,67,8,1
6809,39,-1,77,7,38,0,38,38,0,1
6810,53,3,88,0,52,-6,35,36,2,1
6811,56,-1,95,0,52,-7,40,44,4,4
6812,55,0,96,-1,42,-2,41,55,14,4
6813,44,1,86,0,44,3,43,42,0,1
6814,43,0,83,0,42,-23,39,41,2,1
6815,64,1532,106,-2,34,-35,42,72,30,6
6816,38,0,93,0,30,11,55,62,8,1
6817,37,0,75,0,36,17,37,39,2,1
6818,50,0,81,-2,50,-3,30,32,2,1
6819,37,0,93,0,10,19,55,82,28,1
6820,41,2,83,0,42,29,42,42,0,1
6821,44,0,81,1,44,11,37,37,0,1
6822,55,-3,76,0,-18,-5,21,94,74,4
6823,38,0,77,0,38,4,40,39,0,1
6824,56,0,81,-1,-10,23,25,92,66,4
6825,57,-5,79,0,56,0,22,22,0,1
6826,56,0,96,0,52,-11,40,44,4,4
6827,80,-1,84,1,-20,0,4,105,100,5
6828,56,0,77,0,-14,-19,21,92,72,4
6829,38,0,106,0,38,8,68,67,0,1
6830,37,0,107,12,28,0,70,78,8,1
6831,37,0,103,0,18,-9,66,85,20,1
6832,37,0,78,0,8,-7,41,70,30,1
6833,45,-2,87,-2,44,0,43,43,0,1
6834,46,-2,87,6,46,0,41,41,0,1
6835,43,-5,106,0,42,-9,62,64,2,1
6836,49,5,77,0,46,-8,28,30,2,1
6837,37,0,93,0,10,-16,56,83,26,1
6838,41,4,82,0,42,10,41,41,0,1
6839,37,0,77,0,18,13,40,59,18,1
6840,46,0,88,-5,46,10,43,42,0,1
6841,37,0,96,0,38,25,59,57,0,1
6842,37,0,74,0,34,22,37,41,4,1
6843,37,0,104,5,28,0,67,76,8,1
6844,55,1,79,0,42,-4,24,37,14,4
6845,38,-4,81,0,38,0,43,42,0,1
6846,47,5,79,2,46,0,31,32,0,1
6847,45,0,88,0,44,-10,42,44,2,1
6848,51,1,81,7,50,0,30,32,2,1
6849,41,0,79,0,42,7,38,38,0,1
6850,37,-1,105,0,34,-15,68,71,4,1
6851,55,0,95,0,44,6,40,51,12,4
6852,41,0,79,-1,38,-16,38,40,2,1
6853,37,0,76,0,18,-22,40,58,18,1
6854,71,2,75,1,-42,-11,4,119,114,5
6855,42,0,80,5,42,0,38,39,0,1
6856,56,0,95,0,42,22,40,54,14,4
6857,52,0,85,-7,52,0,33,33,0,1
6858,41,0,89,0,38,-15,48,50,2,1
6859,53,-1,83,0,54,14,30,29,0,1
6860,46,0,77,0,44,-27,32,34,2,1
6861,41,0,85,0,38,0,44,46,2,1
6862,55,0,92,0,8,-2,37,84,48,4
6863,55,-1,96,0,52,0,41,44,4,4
6864,41,-5,76,0,42,8,35,34,0,1
6865,50,-4,88,0,50,0,37,39,2,1
6866,46,0,80,0,44,-30,34,36,2,1
6867,55,0,92,0,30,5,36,61,24,4
6868,66,0,109,0,64,-18,43,45,2,1
6869,37,0,76,0,24,-19,39,52,14,1
6870,42,1,83,8,42,0,42,42,0,1
6871,43,0,88,0,42,-9,45,47,2,1
6872,55,3,78,-6,42,-1,23,37,14,4
6873,51,2,81,0,52,4,29,29,0,1
6874,42,-2,79,0,42,0,36,37,2,1
6875,44,0,77,0,44,5,34,34,0,1
6876,47,0,80,-4,46,0,33,34,0,1
6877,38,0,81,0,36,-15,43,44,2,1
6878,37,0,105,0,36,12,68,69,2,1
6879,37,0,76,0,28,4,39,48,8,1
6880,37,0,77,1,34,6,40,43,2,1
6881,48,-3,89,0,46,0,41,42,2,1
6882,39,-2,106,0,38,0,66,67,0,1
6883,37,0,80,2,18,0,43,62,18,1
6884,56,0,96,8,34,0,40,62,22,4
6885,83,0,86,0,-6,-14,3,94,90,5
6886,43,-5,81,0,44,15,38,37,0,1
6887,41,-1,108,-1,38,-14,67,69,2,1
6888,41,0,79,0,42,4,38,38,0,1
6889,43,0,82,-1,42,0,39,41,2,1
6890,43,0,77,0,44,30,34,33,0,1
6891,56,5,97,5,52,-3,40,45,4,4
6892,37,0,81,3,38,19,44,43,0,1
6893,45,0,86,0,46,24,40,39,0,1
6894,46,0,88,2,44,-23,42,44,2,1
6895,56,0,79,0,10,6,23,68,46,4
6896,37,-2,107,-9,28,0,70,78,8,1
6897,45,1,77,0,46,31,32,31,0,1
6898,51,3,81,0,52,5,29,29,0,1
6899,56,0,95,0,50,0,39,46,6,4
6900,56,4,81,0,56,4,24,24,0,1
6901,37,0,77,0,24,-30,40,54,14,1
6902,46,0,77,0,44,-25,31,33,2,1
6903,41,0,80,0,38,-11,39,41,2,1
6904,37,0,79,-5,8,0,42,72,30,1
6905,53,0,77,0,54,7,23,23,0,1
6906,46,3,83,0,46,7,37,36,0,1
6907,53,2,85,0,52,-8,32,33,2,1
6908,56,0,96,1,38,-9,40,57,18,4
6909,47,2,77,0,46,0,30,30,0,1
6910,37,0,103,0,24,-20,66,80,14,1
6911,37,0,76,0,26,-21,40,50,10,1
6912,45,0,82,3,44,0,37,38,0,1
6913,49,0,87,-3,50,0,38,38,0,1
6914,45,-3,81,-1,44,0,36,37,2,1
6915,45,0,80,0,46,24,35,34,0,1
6916,37,0,100,0,30,-19,64,69,6,1
6917,41,2,79,0,38,0,39,41,2,1
6918,56,0,97,0,44,23,41,53,12,4
6919,43,-1,79,1,42,0,36,37,2,1
6920,53,0,84,0,54,7,30,30,0,1
6921,51,0,82,0,50,-5,31,33,2,1
6922,42,0,79,-3,42,0,36,37,2,1
6923,37,0,104,8,24,0,66,80,14,1
6924,51,0,84,0,50,-6,34,35,2,1
6925,55,0,77,0,-20,-17,21,97,76,4
6926,46,2,76,-1,46,0,30,30,0,1
6927,41,-2,79,0,42,0,38,37,0,1
6928,45,0,88,8,46,12,43,42,0,1
6929,51,-2,82,0,50,-12,31,33,2,1
6930,46,0,85,1,44,-29,39,41,2,1
6931,55,0,79,0,18,-13,23,61,38,4
6932,76,4,82,0,-42,-6,5,126,120,5
6933,42,0,85,0,42,1,44,44,0,1
6934,56,2,79,0,16,4,23,63,40,4
6935,56,0,79,5,-22,0,24,103,80,4
6936,81,0,84,-5,-14,0,3,99,96,5
6937,37,0,77,0,30,-22,41,46,6,1
6938,56,0,96,0,52,-17,40,44,4,4
6939,53,0,88,0,52,-24,35,37,2,1
6940,42,2,89,2,42,0,47,48,0,1
6941,46,0,93,0,46,6,48,47,0,1
6942,40,0,79,6,38,0,38,40,2,1
6943,52,0,102,8,52,0,50,51,0,1
6944,56,0,77,0,-18,6,21,95,74,4
6945,44,-1,81,0,44,4,38,37,0,1
6946,53,-3,81,0,52,-19,28,30,2,1
6947,37,0,81,0,18,-22,44,63,18,1
6948,45,0,85,0,46,11,40,39,0,1
6949,54,0,88,-3,54,0,34,33,0,1
6950,43,1,81,-3,42,0,38,40,2,1
6951,103,-5,104,-1,70,0,1,35,34,5
6952,37,0,79,-2,26,-9,42,53,10,1
6953,36,-3,83,0,36,0,47,47,0,1
6954,37,0,81,0,30,9,45,50,6,1
6955,51,0,85,0,52,3,34,33,0,1
6956,55,0,77,0,-10,12,21,87,66,4
6957,38,0,105,0,38,7,67,66,0,1
6958,53,1,81,0,54,0,27,26,0,1
6959,37,0,81,0,24,21,44,58,14,1
6960,55,0,96,1,42,-15,41,55,14,4
6961,39,0,77,4,38,0,38,38,0,1
6962,51,0,88,3,52,0,36,36,0,1
6963,45,-2,86,0,44,-18,40,42,2,1
6964,54,0,87,4,54,0,33,33,0,1
6965,50,-1,91,0,50,0,41,42,0,1
6966,79,0,83,0,-32,22,4,117,112,5
6967,43,0,89,4,42,0,46,48,2,1
6968,43,0,88,-6,42,0,45,47,2,1
6969,45,0,84,3,44,-7,39,41,2,1
6970,41,0,86,0,38,-23,45,47,2,1
6971,46,1,87,0,44,-26,41,43,2,1
6972,37,-5,107,0,38,4,69,68,0,1
6973,49,0,90,0,50,4,42,41,0,1
6974,37,0,77,0,26,-9,40,51,12,1
6975,81,5,85,2,-40,3,4,126,122,5
6976,37,0,79,-3,28,0,43,51,8,1
6977,49,0,88,0,46,-17,40,42,2,1
6978,55,0,96,0,52,12,41,44,4,4
6979,44,5,79,0,42,-17,35,37,2,1
6980,39,4,83,0,38,0,43,44,0,1
6981,45,0,86,8,44,-10,40,42,2,1
6982,40,0,86,0,38,-1,45,47,2,1
6983,56,0,80,0,56,15,24,23,0,1
6984,104,2,105,0,70,-29,1,35,34,5
6985,56,0,79,0,-2,-22,24,82,58,4
6986,37,0,101,3,30,14,64,70,6,1
6987,82,3,85,0,-12,0,3,98,94,5
6988,55,0,77,-2,24,-5,22,54,32,4
6989,39,5,76,0,38,0,38,37,0,1
6990,55,0,93,-4,18,0,38,75,38,4
6991,55,-1,97,-7,50,0,42,48,6,4
6992,56,0,76,0,-12,22,20,89,68,4
6993,52,0,84,5,52,5,32,32,0,1
6994,55,0,79,-2,26,-5,23,53,30,4
6995,37,0,108,3,36,0,71,72,0,1
6996,37,0,77,0,-24,-28,40,103,62,1
6997,41,0,86,0,42,18,45,44,0,1
6998,44,1,79,0,44,4,35,35,0,1
6999,46,0,90,-2,46,-4,43,43,0,1
7000,55,-3,83,-1,54,0,28,28,0,1
7001,46,0,107,0,46,9,61,60,0,1
7002,41,5,76,0,42,8,34,34,0,1
7003,56,0,81,0,-6,5,25,88,64,4
7004,45,0,87,1,44,-23,42,43,2,1
7005,43,3,86,-3,42,0,43,45,2,1
7006,56,5,79,0,54,-7,24,25,2,1
7007,49,-3,77,0,50,1,28,28,0,1
7008,37,0,91,5,6,0,53,86,32,1
7009,79,2,83,0,-42,0,4,126,122,5
7010,53,0,81,0,54,8,27,26,0,1
7011,55,0,82,0,-32,-2,26,115,90,4
7012,39,1,85,0,38,0,46,46,0,1
7013,46,1,82,0,46,7,36,35,0,1
7014,37,2,80,0,36,0,43,44,0,1
7015,78,1,81,0,-40,177,4,123,120,5
7016,41,0,81,0,38,0,41,43,2,1
7017,45,0,81,0,46,10,36,35,0,1
7018,46,1,86,8,46,2,41,40,0,1
7019,41,0,86,8,42,20,46,45,0,1
7020,55,0,77,0,36,16,22,41,20,4
7021,37,-3,76,0,36,0,39,39,0,1
7022,41,3,83,0,42,6,41,41,0,1
7023,55,0,93,2,38,6,37,54,16,4
7024,37,0,106,0,20,-12,69,85,16,1
7025,55,0,80,0,-10,0,25,90,66,4
7026,47,5,78,1,46,0,31,32,0,1
7027,77,-2,81,0,-40,47,4,123,118,5
7028,37,0,76,3,28,-7,39,48,8,1
7029,43,0,77,0,42,-13,34,36,2,1
7030,44,0,75,0,44,8,31,31,0,1
7031,37,0,81,6,30,0,44,50,6,1
7032,37,0,104,0,16,-9,67,88,22,1
7033,53,-2,86,0,54,5,33,32,0,1
7034,37,0,76,0,20,-16,39,55,16,1
7035,56,0,77,5,-2,0,21,79,58,4
7036,55,0,78,-2,8,-5,23,70,48,4
7037,50,0,85,-3,50,0,35,36,0,1
7038,37,0,78,0,20,-9,42,57,16,1
7039,37,0,90,4,26,0,53,64,12,1
7040,55,1,84,0,54,-3,29,30,2,1
7041,55,0,95,0,54,5,40,41,2,1
7042,44,-3,80,0,44,0,36,36,0,1
7043,45,0,76,0,44,-5,30,32,2,1
7044,43,0,64,-36,42,-6,21,23,2,1
7045,45,0,86,-6,44,0,41,42,2,1
7046,37,0,104,0,16,-12,67,89,22,1
7047,47,-2,76,0,46,0,28,29,0,1
7048,43,0,89,0,44,31,46,45,0,1
7049,37,0,76,7,28,12,40,48,8,1
7050,55,5,79,0,54,0,25,25,0,1
7051,41,-4,76,0,42,0,34,34,0,1
7052,45,0,107,0,44,0,62,63,2,1
7053,52,0,109,0,52,0,56,57,0,1
7054,55,0,77,0,10,15,22,67,46,4
7055,37,0,91,6,6,0,53,86,32,1
7056,44,0,95,0,44,13,52,51,0,1
7057,53,-5,77,0,54,0,24,23,0,1
7058,56,0,97,-3,50,0,41,48,6,4
7059,56,0,97,0,54,-10,41,42,2,1
7060,56,0,97,0,56,3,40,40,0,1
7061,45,0,87,1,44,-7,42,43,2,1
7062,41,0,83,0,42,13,42,42,0,1
7063,42,0,76,0,42,0,33,34,2,1
7064,55,-1,77,0,26,-30,22,52,30,4
7065,44,0,80,-3,44,2,36,36,0,1
7066,37,0,76,0,38,15,39,37,0,1
7067,37,0,103,0,30,12,66,72,6,1
7068,44,0,95,0,42,-25,52,54,2,1
7069,37,0,108,-5,34,-1,71,74,4,1
7070,49,5,85,0,46,0,36,39,2,1
7071,55,-1,77,0,-22,0,22,100,78,4
7072,56,0,81,0,2,2,25,78,54,4
7073,55,0,78,0,18,0,23,60,38,4
7074,37,0,100,0,30,-5,64,69,6,1
7075,56,0,97,0,52,16,41,45,4,4
7076,52,0,86,3,52,0,34,34,0,1
7077,46,4,81,0,46,3,35,35,0,1
7078,46,0,88,1,46,6,42,41,0,1
7079,37,0,108,0,36,0,72,72,0,1
7080,37,0,80,0,10,12,43,70,26,1
7081,50,22,77,0,28,0,26,48,22,2
7082,37,4,104,0,18,8,66,86,20,1
7083,38,-3,107,0,38,0,69,68,0,1
7084,44,-4,84,0,44,0,40,40,0,1
7085,41,-1,80,-3,42,-3,39,39,0,1
7086,37,-1,79,-1,38,11,41,40,0,1
7087,56,0,76,0,-14,3,20,92,72,4
7088,37,0,77,0,36,-4,39,41,2,1
7089,37,0,95,-2,16,-3,58,80,22,1
7090,51,0,83,-4,52,22,32,32,0,1
7091,37,0,82,-5,-4,0,45,87,42,1
7092,37,0,78,0,20,3,42,57,16,1
7093,57,-2,92,0,56,0,35,35,0,1
7094,56,0,81,0,-10,-13,25,92,66,4
7095,47,-4,75,0,46,0,28,28,0,1
7096,46,3,102,0,46,0,56,56,0,1
7097,56,0,98,0,50,-17,42,49,8,4
7098,49,0,89,6,46,-9,40,42,2,1
7099,37,0,77,-4,26,11,40,51,10,1
7100,48,0,94,0,50,31,46,45,0,1
7101,37,0,80,0,26,9,43,54,10,1
7102,44,0,79,0,42,-31,35,37,2,1
7103,50,-4,87,5,50,0,37,38,0,1
7104,37,0,76,0,34,-13,39,42,2,1
7105,56,1,87,0,56,0,31,30,0,1
7106,37,0,77,0,-22,0,41,101,60,1
7107,45,0,79,-5,46,25,33,32,0,1
7108,46,0,82,0,46,0,36,35,0,1
7109,48,-5,85,0,46,0,37,39,2,1
7110,56,0,108,3,54,-6,52,53,2,1
7111,51,0,77,0,50,-28,26,28,2,1
7112,55,0,78,0,16,-7,23,63,40,4
7113,38,2,83,0,36,-21,45,46,2,1
7114,45,-5,87,0,44,-6,42,43,2,1
7115,55,0,92,1,26,7,37,66,30,4
7116,55,-1,89,0,54,0,34,35,0,1
7117,37,0,76,0,26,-6,40,50,10,1
7118,56,0,77,0,-12,1,21,90,68,4
7119,45,1,82,-3,44,0,37,38,2,1
7120,46,-5,88,0,46,0,42,41,0,1
7121,37,0,79,0,20,22,42,58,16,1
7122,55,-5,82,0,56,30,26,25,0,1
7123,56,0,81,0,-18,4,25,99,74,4
7124,40,-1,77,0,38,0,37,39,2,1
7125,51,5,87,-2,50,-18,36,38,2,1
7126,37,0,82,0,16,3,45,66,22,1
7127,45,0,85,0,44,59,41,41,0,1
7128,49,3,77,0,50,1,28,28,0,1
7129,41,0,85,0,38,9,44,46,2,1
7130,47,0,90,6,46,0,43,43,0,1
7131,38,0,82,0,38,4,44,43,0,1
7132,82,0,85,0,-6,24,3,93,90,5
7133,46,5,81,0,44,-16,35,37,2,1
7134,37,0,97,-1,20,-3,60,77,16,1
7135,44,-1,76,-4,44,12,32,32,0,1
7136,37,0,76,0,30,31,39,45,6,1
7137,52,0,86,3,52,0,33,34,0,1
7138,43,0,85,2,42,-5,42,44,2,1
7139,48,-1,87,0,46,-4,39,41,2,1
7140,43,0,86,-1,42,0,43,44,2,1
7141,37,0,81,4,38,22,43,42,0,1
7142,39,-8,76,-4,-2,0,37,79,42,1
7143,79,-1,83,0,-30,0,4,114,110,5
7144,37,0,77,0,6,7,40,72,32,1
7145,53,1,81,0,54,6,28,27,0,1
7146,37,0,77,0,10,26,40,66,26,1
7147,37,0,80,-2,26,-13,43,54,12,1
7148,45,0,77,0,44,-12,32,34,2,1
7149,55,0,77,0,0,-12,22,77,56,4
7150,45,0,82,0,44,-28,37,38,2,1
7151,46,-1,81,0,46,0,34,34,0,1
7152,41,0,86,0,42,1,45,45,0,1
7153,56,2,98,0,52,12,42,46,4,4
7154,45,0,86,-7,44,-9,40,42,2,1
7155,37,4,77,1,-2,-28,40,80,40,1
7156,42,0,84,-6,42,0,42,43,0,1
7157,39,-5,79,-4,38,0,40,40,0,1
7158,46,3,80,-2,46,0,34,34,0,1
7159,102,0,103,2,70,-4,1,33,32,5
7160,55,0,92,0,8,-1,37,84,48,4
7161,53,3,77,0,28,0,23,48,24,4
7162,39,2,106,0,38,0,66,67,0,1
7163,56,-1,92,0,56,21,36,35,0,1
7164,37,0,79,0,12,9,42,66,24,1
7165,55,0,93,0,6,14,38,88,50,4
7166,44,3,77,0,44,12,33,33,0,1
7167,55,0,93,0,2,-19,38,91,52,4
7168,45,3,81,0,44,-4,35,37,2,1
7169,57,3,75,13,0,1,18,75,56,4
7170,45,1,86,0,44,-4,41,42,2,1
7171,52,2,81,1,52,0,29,30,0,1
7172,37,0,75,0,20,1,38,54,16,1
7173,41,0,108,0,42,8,67,67,0,1
7174,82,0,86,0,-12,0,3,99,96,5
7175,45,0,80,0,44,-4,35,36,2,1
7176,37,0,106,-7,36,0,69,70,0,1
7177,55,0,80,0,54,-4,25,26,2,1
7178,55,0,82,6,-14,-2,26,97,70,4
7179,37,0,76,6,24,12,39,53,14,1
7180,66,0,109,0,64,-16,43,45,2,1
7181,48,0,102,0,46,-6,53,55,2,1
7182,55,1,85,0,54,0,31,31,0,1
7183,37,1,81,0,36,-4,43,44,2,1
7184,53,-2,85,0,54,7,32,31,0,1
7185,43,0,77,6,42,0,34,35,2,1
7186,55,0,77,0,10,-30,22,67,46,4
7187,43,0,86,0,42,-21,43,45,2,1
7188,42,0,99,-1,42,0,58,58,0,1
7189,79,-1,83,-7,-40,0,4,125,120,5
7190,55,0,95,0,50,-18,40,46,6,4
7191,41,-1,83,6,38,-5,42,44,2,1
7192,37,0,99,0,28,-4,61,70,8,1
7193,37,0,76,-2,34,0,39,42,4,1
7194,53,4,85,0,54,2,32,31,0,1
7195,56,0,81,0,-6,-18,25,89,64,4
7196,37,0,80,-1,34,-1,43,46,2,1
7197,39,-3,76,-7,38,0,37,37,0,1
7198,48,-1,87,0,46,-2,39,41,2,1
7199,82,0,86,8,-6,7,4,94,90,5
7200,37,0,75,5,24,-2,38,52,14,1
