,date,event_name,place,city,country,link,event_time,Address,Cost,Minimum age,Promoters,lineup,description,coordinates
2985,1/17/2020,Safra with P,rik Khach & Ramona Wouters,sanfrancisco,us,https://www.residentadvisor.net/events/1358328,21:00 - 02:00,251 Club 251 Rhode Island Street,unknown,21+,Safra,"Patrik Khach, Ramona Wouters, Gru.di","Patrik Khach / Immersed in electronic music since a young age, Patrik Khach has devoted his life to bringing people together through music. Currently residing in Los Angeles, Patrik is responsible for curating events sought out by DJ’s, attendees and many electronic music brands. Working for and alongside industry giants, Patrik has created and maintained a high level of integrity that ripples through the city as one of the most in-demand acts. /  / 2016 was a defining year for Patrik as he and his team developed SBCLTR, an on-going series of meticulously curated parties in Los Angeles. This caused Patrik to become internationally recognized for his efforts in the Electronic Music Industry. The platform has served as an outlet for creative ingenuity and encourages artistic expression, allowing talent to break through to a receptive audience in an atmospheric setting where events are strategically held in different locations. /  / Pipe & Pochet was established in partnership with Ali Farahani as well in 2016. Together they have built the music label to be recognized as a leading source for down-tempo electronic music. Future projects promise Patrik is the face to watch as he continues to succeed in each journey of his flourishing career. He sends an open invitation to the world for people to connect, one track at a time from one dance floor to another. /  / Ramona Wouters / Half Belgian and half Dutch, Ramona spent her youth bouncing between Antwerp and Amsterdam throughout the early 90s. Growing up on Belgian techno and the Dutch love of house music instilled in her an early appreciation for contrast and balance between these two genres of music. /  / Ramona’s sound weaves together a tapestry of melodies, textures and beats, reflecting two decades of extensive world travel. Always conscious of the energy of her audience, her sensitivity stems from a love of dancing, and results in an emotive, sensual style that exudes a rich array of feeling. It is Ramona’s way of giving back and getting back to that vital place we all go when the music feels right. /  / Currently based in San Francisco, Ramona has been playing music for the past 6 years, touring coast to coast at clubs and festivals, and has recently begun playing in South America and Europe as well. /  / She has played alongside such great acts as Viken Armen, Oceanvs Orientalis, Thugfucker, Oona Dahl, M,Rux, Powel, Jacob Groening, Monolink, Satori, Lum, Martha Van Straaten and also has done several theater tours with Boombox. /  / Festival appearances include Nomade Chile, Voodoohop Brazil, Lightning in a Bottle, Oregon Eclipse and many years playing at Burning man music camps.","('37.766752', '-122.402438')"
2986,1/17/2020,The Gardens of Babylon Fundraiser Night - San Francisco,TBA - San Francisco,sanfrancisco,us,https://www.residentadvisor.net/events/1372124,20:00 - 00:00,unreadable,unknown,unknown,The Gardens of Babylon,TBA,"There is not a day that goes by without terrifying as well as heartbreaking news from the burning continent of Australia. We have come together with many incredible partners and musicians around the globe to organise the first Babylon Fundraiser to raise funds that will support: /  / 🚒The Rural Fire Service - the people helping to stop the fires: https://www.rfs.nsw.gov.au/volunteer/support-your-local-brigade /  / 🐾Port Macquarie Koala Hospital: https://www.koalahospital.org.au/ / 🐾Koalas In Care (Some locals who set up their home to help out - looking after 24 koalas): http://www.koalasincare.org.au/… / 🐾Wires (Australias Native Animal Care Service): https://www.wires.org.au/ / 🐾RSPCA (Helping out pets and livestock affected): https://www.rspcansw.org.au/bushfire-appeal/ / 🐾Aussie Ark (A service dedicated to helping natives) : https://www.aussieark.org.au/ / 🐾The Australian WWF: https://www.wwf.org.au/get-involved/bushfire-emergency /  / 🦘The Salvation Army / https://www.salvationarmy.org.au/donate/make-a-donation/donate-online/?appeal=disasterappeal /  / What is the plan? On January 17 we will gather. You purchase your ticket online and with which you will be able to enter the event. ALL REVENUE goes to the foundations. /  / January 17 / Doors open 8pm / Rain meditation: 8:30pm / Musical Program will follow /  / But there is more. By buying the ticket you enter an online lottery and you will be able to win incredible prices. /  / Ticket link: online January 10 /  / How can you help this fundraiser: / - buy the ticket online / - arrange press and media for this fundraiser / - sharing this event and inviting friends to it / - offer items for the online auction / - volunteer as a ticket scanner at the door / - volunteer as a photographer /  / Are you interested in teaming up, please email to [email protected] and please mention the city you will be referring to. /  / We are already thankful to all our partners and family worldwide for joining us on this quest. Our hearts go out to all the family, all the animals that lost lives, homes and habitat. /  / As part of their commitment to this cause, Resident Advisor will be donating 100% of its booking fees for each ticket sold on RA to the charity organizations listed above. /  / Australia we see you. /  / Love, /  / The Gardens of Babylon",
2987,1/17/2020,Melé,Halcyon,sanfrancisco,us,https://www.residentadvisor.net/events/1351435,22:00 - 04:00,"314 11th St, San Francisco, California, 94103",unknown,21+,Halcyon SF,Melé ,Melé,"('37.771496', '-122.4138779')"
2988,1/17/2020,Doorly (Reptile Dysfunction / Hard Times),Monarch,sanfrancisco,us,https://www.residentadvisor.net/events/1357553,21:30 - 02:30,"101 6th Street, San Francisco, CA 94103, United States",unknown,21+,Monarch SF,"Doorly, Papa Lu, Elz, Deron Delgado","Mark your calendars for January 17th, as we welcome Doorly to the decks for a night of grooves on the Monarch dancefloor! /  / ~ Doorly  / https://soundcloud.com/doorly /  / + Papa Lu  / https://soundcloud.com/papa-lu /  / + Elz  / https://soundcloud.com/djelz /  / + Deron Delgado in the lounge / https://soundcloud.com/derondelgado /  / // ABOUT DOORLY //  / Hailed as one of the most technically gifted DJs of his generation, as well as being a producer extraordinaire, record label boss and general Ibiza legend, Doorly is without question one of the world’s most singularly talented electronic artists. / As of 2018, he can already add two Essential Mixes, multiple Beatport and Traxsource No.1s (including a month-long stint at No.1 in the Beatport Chart with ‘Gravity Check’), sharing the stage with The Prodigy, production for Usher and Nicki Minaj, acclaimed releases on Cajual, Dirtybird and Hot Creations and studio collaborations with Green Velvet, Switch & Grandmaster Flash to his ever-growing list of achievements. / From the rooftops of Austin at SXSW & Miami with Skream and Jackmaster, to 2000 capacity ‘secret’ warehouse parties in Downtown LA, his Doorly & Friends parties have gone on to establish residencies at Ministry of Sound (London), AIR (Amsterdam), Sound (Los Angeles) and Canal Mills (Leeds), Space & Pikes Hotel (Ibiza), Sisyphos (Berlin) plus regular parties in Miami, San Francisco, Asia and across the world. / Since 2017, one of Doorly’s major focuses has been his label, Reptile Dysfunction, with this serving as an outlet for some of his more leftfield productions, whilst also championing the wealth of incredibly talented artists he is inspired by on his regular travels around the globe. Since its launch it has released records from rising stars including Charlie Rope, Tan Dem and El Prevost, as well as huge stars like Patrick Topping, Skream, Mike Skinner and Idris Elba. / In addition to the releases, in 2018 Reptile Dysfunction will also be hosting live events, pushing the new brand as a globally active series of bespoke, one-off party experiences and residencies. These will take place at some of the world’s greatest clubs, imaginative venues and neon jungles, with the first taking place at Electric Pickle, Miami during Miami Music Week with DJ Sneak, Greg Wilson and many more besides. / Above all else however, Doorly is first and foremost a DJ, with his dedication to and passion for the craft apparent to everyone who sees him perform. Sets are played out across four CDJs, plus samplers and FX units, and he is a firm believer that a DJ set should be a live, unique experience. To that end, Doorly continues to work alongside Pioneer as one of its Pro-DJ Ambassadors. /  / *** / 21+ / Void Sound System / For more info, contact [email protected] /  / Follow Monarch on social media: / www.facebook.com/monarchsf / www.instagram.com/monarchsf /  / Come grab a bite next door before the show at Pawn Shop. Check out our menu here: https://thepawnshopsf.com","('37.7809734', '-122.4084801')"
2989,1/17/2020,"Konstruct Vault Series 2: Joton (Spain) with Jx-216, Tariq, Rubidium, U-SRD",TBA - San Francisco,sanfrancisco,us,https://www.residentadvisor.net/events/1355659,22:00 - 06:00,unreadable,"$25 before midnight, $30 after midnight. No presales.",21+,Konstruct,"Joton, JX-216, Tariq, Rubidium, U-SRD","Konstruct once again returns to the underground. Private location (TBA). /  / **This event will be at a brand new (sick) space with limited capacity. This will not be held at the same space as our first Vault event. We recommend arriving early! Address provided evening of event via info line on event pages. Please bring cash for drink tickets and door, there is no ATM at the venue** /  / Join us for a night of proper, no nonsense techno with one of Spain’s finest exports and label owner of Newrhythmic Records: JOTON **US Debut** /  / Featuring the sounds of: /  / ///Joton (Spain) [Newrhythmic recs, Odd Even, Raw Raw] /  / Label head of Newrhythmic Records, Joton's schedule has filled up with performances at the most renowned venues including Under club Buenos Aires, Tresor Berlin, Rex club Paris, Corsica Studios London, Grelle Forelle Vienna, Propaganda Moscow... /  / Joton is synonymous with dark techno, iron, futuristic and sensitive, all mixed with the precision and speed of a surgeon. His powerful personality and marked charisma, as DJ and producer, is based on a stylistic maturity, a professional serenity and a well-founded artistic criterion, always in constant and restless progression, through which everything that he pricks and produces is identified. His sound is industrial, analog and mechanical. Dystopia and the club are discussed. Detroit, Berlin and Birmingham. /  / Starting from the very marrow of techno. It is physical, blunt, modular and exciting. /  / His label `Newrhythmic´ has been more than 15 years supporting high-octane techno by native and foreign artists. Joton’s tracks have been published by labels such as Fabric, Odd Even, Symbolism, Planet Rhythm, Raw Raw, Format, Dynamic Reflection, More Than Less ... and have been charted and screened by artists of the great size of Ben Klock, Dvs1, Rodhad , Dave Clarke, Ben Sims, Oscar Mulero, Adam Beyer, Surgeon, Truncate .... As a DJ, he has evolved from his beloved and traditional vinyl to the current digital format. Thanks to it, Jotón enriches his sessions by providing an added boost to his innate ability to connect it to the dance floor. /  / Joton's global touring schedule has filled up with performances at the most renowned venues in the world including Under club in Buenos Aires, Tresor in Berlin, Rex club and Le Batofar in Paris, Corsica Studios in London, Grelle Forelle in Vienna, Propaganda in Moscow, Domunne in Tokyo, Vurt in Seoul, Razzmatazz and Moog in Barcelona, Stardust and Fabrik in Madrid, among others. /  / ///Jx-216 aka Milkplant *LIVE* (SF) [Sleaze, BEK Audio, Suara, From 0-1] /  / Formerly known as Milkplant, JX-216 is a new alias developed by veteran San Francisco Techno DJ/Producer, Justin William Pennell over the last several years. Schooled in the Midwest and developed on the West Coast, his work encompasses well over 30 years of combined DJ/production experience, and over 10 years of record label managment.  /  / In 2008 he began the internationally recognized label, From 0-1 with fellow artist Sone. His newly updated live pa debuted at the 2018 Droid and Blank Code Interface/Scene official Movement Festival event at The Works in Detroit; alongside Kr!z, DJ Hyperactive, Vril, Phase, Sophia Saze, and others. Less than a year into his new alias, he’s already had releases signed to Sleaze Records, BEK Audio, Impact Mechanics, TMM, SUB_tl, Ascetic Ltd., Rheostatus, with several others in the pipeline for 2019.  /  / He has played in various cities across the US, most notably in Detroit for Interface/Scene at Movement Festival 2016, and 2018. His mixes have been featured on Tbilisi based Dark Underground, Sleaze podcast, Drone podcast, and Error Sessions. In early 2018 he launched 'Konstruct', a monthly Techno event at Underground SF in San Francisco with fellow artist, Rubidium, showcasing talent from across North America and beyond. /  / ///Tariq (SF) [DTE] /  / Tariq (Tariq Ismael) is one of SF's finest Techno selectors, and is a partner with SF's most well known Techno crew, Direct to Earth. We're stoked as hell to have him on the line up tonight, and for this event we're happy to have him flex his Techno muscle to close out the night. *Stay late* /  / Rubidium (SF) [From 0-1, Webuildmachines, Anode] /  / Rubidium is a DJ and producer based in Oakland, California. She is a resident, promoter and founder of the Konstruct monthly party in San Francisco. /  / Rubidium’s current take on techno is heavy and dense. Her sound can vary from driving to hypnotic, experimental to atmospheric, with an occasional dip into an ambient realm. She is fond of tension, creative sound design and exploring darker themes in her sets. Her tracks can be found on the From 0-1, Webuildmachines, Subspec and Anode labels, with more on the way. /  / ///U-SRD (SF) [From 0-1, Konstruct] /  / U-SRD is a DJ/Producer duo from San Francisco, California launched in 2016 by Loammi Rodas, and Fabrizio Uscanga. Coming from distinctly different musical backgrounds, both artists found common ground with a shared love of Techno after many years of DJing. A passion for hardware, and modular synthesis further cemented their journey into production as a duo. Over the last few years they’ve generated a significant following in SF, and in 2018 teamed up as partners with the Konstruct Techno events crew. Early that same year they were picked up by San Francisco/Seattle Techno label, From 0-1 and signed three original tracks, to be featured on their debut EP slated for release early in 2019. Expect a mental and hypnotic approach to their DJing, production, and their newly launched hybrid live/DJ performance; already starting to make waves beyond SF, they are ones to watch in the coming years. /  / ::Techno for the People:: /  / Massive sound by: Thought Society Sound",
2990,1/17/2020,Belief Defect Live A/V,Gray Area,sanfrancisco,us,https://www.residentadvisor.net/events/1349967,21:00 - 02:00,"2665 Mission St; San Francisco, CA 94110; USA",20,21+,Direct to Earth,"Belief Defect, Hypoxia, Luis Flores, Max Gardner , Tariq, , VISUALS: Zoey Vero","Gray Area & Direct To Earth present a live audiovisual set by Belief Defect for a night of dynamic sound and moving image. Expanding on the confrontational aspect of their music and the violence of sub frequencies, their set will be paired with live visuals that express an explicit social critique and terminal world view expanding on themes from their latest album,  / Decadent Yet Depraved. /  / The night will also feature the artists' solo endeavors, featuring live sets by Hypoxia and Luis Flores, untangling each artist's approach to electronic music. From dance floor to primal anger and self-annihilating noise, to transcendental, ambient escapism and intense self-reflexive sonic layering, the result is a soundtrack for a deeply dynamic night of sound. Max Gardner and Tariq will round out the night with DJ sets. /  / Tickets available now: grayarea.org/event/belief-defect-live-a-v/ /  / Belief Defect Live A/V / https://soundcloud.com/beliefdefect /  / Hypoxia Live / https://soundcloud.com/drumcell/sets/hypox1a-selections /  / Luis Flores Live / https://soundcloud.com/luisflores /  / Max Gardner  / https://soundcloud.com/max-gardner /  / Tariq / https://soundcloud.com/direct-to-earth /  / VISUALS: Zoey Vero","('37.754435755102', '-122.41854744898')"
2991,1/17/2020,Weiss (Open to Close SET),Audio SF,sanfrancisco,us,https://www.residentadvisor.net/events/1366261,21:30 - 02:00,316 11th St; San Francisco CA 94103; United States,$10 Before 11PM W,21+,unknown,Weiss,,"('37.7715452653061', '-122.413774183673')"
2992,1/17/2020,Substance with Charles Feelgood & Doc Link,The EndUp,sanfrancisco,us,https://www.residentadvisor.net/events/1365277,22:00 - 06:00,401 6th Street;,Free to $20,unknown,"Delta Funk, Delta Funk Productions, Sunshine People (Bay Area), Sunshine People","Charles Feelgood, Doc Link, Jamie Swing, Ed Marco, DJ K-Tel, Mike Carpenter","Guest List & Pre-Sale > https://substance0011720feelgooddoclink.eventbrite.com /  / Substance Friday Night January 17th 2020 /  / Main Room (House):  / Charles Feelgood (InStereo, GuestHouse. APT) / Doc Link (MGD - Chicago) / Jamie Swing (Substance, Sunshine People) / Ed Marco (Foundation Artits) /  / Back Room (Hip Hop/Latin/Reggae-ton/Oldies): / DJ K-Tel (Original DJ's) / MIke Carpenter (Substance, Sunshine People) /  / Free Guest List Before 11pm / $10-$15 Pre-Sales / $20 Door / 10pm to 6am / Smoking Patio! /  / 21+ / The Endup / 401 6th St, SF. CA","('42.6247385', '-89.370872151732')"
2993,1/17/2020,15th Anniv Icebreaker's Ball with DJ Icey Chali 2na Krafty Kuts Secret Guest,The Gre,sanfrancisco,us,https://www.residentadvisor.net/events/1358922,21:30 - 03:00,"119 Utah St, San Francisco, CA 94103",15-21,21+,unknown,"DJ Icey, Chali 2na, Krafty Kuts, Motion Potion, Chuck Jones, Syd Gris, DJ Mancub, Eric Rigsbee, Nugz, Beato, DJ Phleck , Hellacat , Sobb Deep, Stacey","It's time for the epic 15th Anniversary of the Icebreaker's Ball feat. DJ Icey, Chali 2na, Krafty Kuts & a very special secret guest! /  / HUSHconcerts / presents the legendary winter white party /  / The Epic 15th Anniversary! / ICEBREAKERS BALL / a benefit for the Janky Barge /  / featuring the legendary king of American breakbeat /  / DJ ICEY / Zone Records / Florida /  / plus special mainstage performances by / CHALI 2NA & KRAFTY KUTS / SECRET GUEST /  / with opening sets by / MOTION POTION | CHUCK JONES /  / special guests on the silent disco / SYD GRIS, DJ MANCUB, ERIC RIGGSBEE, NUGZ /  / Janky Barge all stars in the green room / BEATO, DJ PHLECK, HELLACAT, SOBB DEEP, STACEY /  / FRIDAY, JANUARY 17, 2020 / THE GREAT NORTHERN / 161 Erie St @ Alameda | 9:30pm | 21+ / www.hushconcerts.com | www.thegreatnorthern.com","('37.7676612', '-122.4065246')"
2994,1/17/2020,Bern Baby Bern: A Disco Fundraiser,Sl,sanfrancisco,us,https://www.residentadvisor.net/events/1376235,21:00 - 02:00,"2925 16th Street San Francisco, CA 94110",$5+ donation,21+,unknown,"DJ Brooks, Hargarten, + SPECIAL GUEST","The movement for economic, racial, social, environmental justice for all is bigger than ever. 4 yrs ago we organized, raised $40k in small donations and built momentum for progressive politics in 2020. Bern Baby Bern returns so together we can dance in real change. /  / Disco, Funk, and Boogie vinyl classixx and deep cuts all night + special guest. / We'll have drinks, solidarity, the coolest Bernie 2020 swag you can't get anywhere else, and the best people in SF. It's paradisco! /  / +++++++++++++++++++++++++++++++++++ / DJ Brooks & Hargarten  / + special guests / +++++++++++++++++++++++++++++++++++ /  / 🚨🚨HOW TO GET IN 🚨🚨 /  / Please make a $5+ (or +++!) donation directly to the Bernie campaign / 💸Donate here: http://www.bernbabybern.org / 💌Show your donation receipt email at the door. Taking cash at the door is hard. /  / This event is 21+. Much more TBA! See you on the dance floor!","('37.765068', '-122.418025')"
2995,1/18/2020,Club Called Rhonda SF with Goddollars - Makes Me Move - Mphd - Music To Dance To & More,The Gre,sanfrancisco,us,https://www.residentadvisor.net/events/1364098,21:30 - 03:30,"119 Utah St, San Francisco, CA 94103",unknown,21+,"The Great Northern, Rhonda INTL","Goddollars, Makes Me Move, MPHD , Music To Dance To, Oscar Pineda, Sinead","On Saturday January 18th, the fur shall fly as we ring in the Whoring Twenties with a feline ferocity. /  / w/ Music by (A-Z) / GODDOLLARS (Rhonda INTL / LA)  / MAKES ME MOVE aka DJ M3 (Green Gorilla Lounge / SF) / MPHD (San Francisco) / Music To Dance To (Sweat It Out / AU / LA / ATL) / Oscar Pineda (Stud Collective / SF) / Sinéad (San Francisco) /  / Purify yourself in the warm waters of the underground and reach your true pleasure potential in your very own sexual self-realization fellowship in Silver Lake.  /  / 2 Floors. 1 Woman. 2020 Vision. / Realize Rhonda. /  / *** / The Great Northern | 119 Utah St. / 21+ / Void Sound System /  / Follow The Great Northern on social media: / www.facebook.com/thegreatnorthernSF / www.instagram.com/greatnorthernsf","('37.7676612', '-122.4065246')"
2996,1/18/2020,"Pezzner, Joeski & Black V Neck (Dirtybird)",Public Works,sanfrancisco,us,https://www.residentadvisor.net/events/1374869,22:00 - 04:00,"161 Erie Street, San Francisco, CA 94103, United States",unknown,21+,SET-SF,"Pezzner, Joeski, Black V Neck","ABOUT PEZZNER  /  / David Brian Pezzner was born in Tarzana, California in 1975 and currently lives in Seattle, Washington. He is 5 foot 7 inches in height and weighs about 165 lbs. His brother, Bill works at the Port Of Seattle and has four children, two of whom are actually step-children. Bill’s wife owns a local publication and is a skilled bicyclist (even though she has not gone professional.) /  / When David works in his studio where he makes electronic music, his wife brings him a drink and discusses her day. The door-keeper comes in to give him a telegram sent the previous year from the Eolian Islands. /  / In 2010 he wrote an album of music which was released by Freerange records. A year later David’s first and only daughter, Eloise Sylvia was born. She was 5 pounds 11 ounces at birth. David spoke only English and cooked meals for his family every day until 2013 when a company called Systematic Recordings contracted him for another album. /  / Besides writing music for night clubs and headphones, Pezzner composes music for vision and function, and teaches electronic music writing concepts to anyone who will pay him money. He sleeps exactly like any other man but, as you will no doubt have noticed, he is not an orthodox painter of the old school, but rather a modern artist. A designer. /  / ABOUT JOESKI  /  / JoeSki was born in Brooklyn NY, and raised in Corona, Queens. Joeski started djing in 1989 and 1991, was booked to play at NYC Wunder Bar. Located in the heart of a crowded Manhattan went on to play Limelight, Tunnel, The Roxy. /  / Change is inevitable, and nowhere is this more prevalent than in the world of dance music. Analog gives way to digital, trends come and go, yet NYC’s DJ Joeski remains at the top of his game, and now, in the midst of his third decade as one of house music’s most sought-after stars, his momentum shows no signs of slowing. /  / Joeski’s trajectory can be traced back to 1991, when he burst onto the NYC house music scene as a founding member of The Chocolate Factory DJ collective. He delighted crowds at Limelight, Tunnel, Palladium and NASA, helped turn “Save The Robots” into a NYC afterhours institution and earned his first residency at “Together” parties at the legendary Roxy, playing alongside the likes of Danny Tenaglia, Louie Vega and Roger Sanchez. /  / Already a fixture on the U.S. and Canadian club circuit,in the late 90’s Joeski added production to his repetoire, building his own recording studio and spending the next few years mastering his craft. In 2000 he burst into the clubs and onto the charts with hit after hit on Electrik Soul, Siesta, Chez and Camouflage, emerging as one of the most sought-after DJs, remixers and producers in the scene. /  / In 2001 Joeski launched Maya Records, with releases like “Hustler’s Revenge” and his collaboration with DJ Chus on “El Amor” propelling the label onto the forefront of the U.S. house music sound that would become a global phenomenon and win him worldwide acclaim from clubbers and fellow DJs alike. /  / Demand for his studio skills grew exponentially over the next decade, with Joeski producing and remixing for the likes of NRK, Ministry of Sound, Defected, Bedrock, Nervous, Cajual and KMS ,helping catapult him further into the ranks of the house music elite. /  / Entering its 16th year, his Maya label continues a steady output of quality material that remain fixtures on the Beatport and Traxsource tech and deep house charts, with a robust release schedule that shows no signs of slowing any time soon. /  / January 2017 began with Joeski once again hard at work in the studio, teaming up with Harry Romero (as HR+Ski) on “Dem Tings” for Maya, working solo on “Lessons in Dub” for Poker Flat and also releasing the 14th installment in his “Maya Sessions” podcast on Pioneer DJ Radio. /  / The new music and remixes continued with the release of “Mind Function” on Maya and “Tribute to Obatala” on Crosstown Rebels, dropped by Pete Tong on his BBC Radio 1 show in February. /  / Joeski’s touring schedule continues to be as prolific as his studio output, headlining clubs from Acapulco to Helsinki plus a booked-out week spent at Miami Music Week 2017. In March all three tracks from “Tribute to Obatala” simultaneously climbed onto Beatport’s Tech House Top 100, with Joeski ending the month as featured artist on John Digweed’s “Transitions” podcast. /  / New music continued to flow in April including the release of Dancing in Space” on Kinetika and “Deep Elements EP” on Kitball, while “Mind Function” on Maya climbed into the Traxsource Tech House Top-10. Returning home from a tour of Mexico Joeski hit the studio once again, jamming with SF’s legendary Doc Martin on an upcoming collaboration and putting the finishing touches on his next solo Maya release. /  / This summer Joeski will once again be a fixture on the global tour circuit with performances at both Do Not Sleep and Dennis Ferrer’s Misfits Party in Ibiza, extensive tours of Australia, New Zealand, South America and Europe while back stateside he and Harry Romero continue their monthly Yage night at Brooklyn’s Output. /  / Fueled by his genuine love of the music, there’s no doubt that Joeski will continue to evolve both behind the decks and in the studio, captivating new generations of club-goers and maintaining his place as one of dance music’s most enduring talents. /  / ABOUT BLACK V NECK  /  / For far too long there have been records, attitudes, and even wardrobe choices that have been duplicated in the hopes of fitting in; Black V Neck paves their own path through their eclectic, intuitive, and original works without creative restrictions. /  / Miami natives Black V Neck are the perfect fit for those who enjoy music that is / inventive, stimulating and original. Their name is a playful jeer towards an ever-evolving yet over-saturated industry. For far too long there have been records, attitudes, and even wardrobe choices that have been duplicated and reworked in the hopes of fitting in; Black V Neck strives to create their own path through their / eclectic, intuitive, and original works without creative restrictions. Black V Neck is best known for their distinctive, balanced take on tech house and underground sounds, and their tenacity in creating tracks that resonate with their audience on both the dance floor and through their headphones. /  / They’ve garnered the support of DIRTYBIRD and Claude VonStroke, making their / debut on the label with the Mouth Music EP, both tracks breaking through Beatport’s / Top 100 Overall chart. Sex, Drugs, Alcohol peaked at #11 and Mouth Music at #20 on the Top 100 Tech House chart, demonstrating their ability to create hits. Prior to that, their track ‘Let Me Smash’ reached #23 on the Beatport Tech House genre chart which was released on Shiba San’s label Basement Leak. Along with the continuous support from Shiba San and CVS, their tracks have been played by the likes of Chris Lake, Green Velvet, Diplo, MALAA, AC Slater, Jax Jones, and Walker & Royce. They’ve also had popular releases through Bunny Tiger, Nurvous Records, and Audiophile XXL, all of which have charted within the Top 100 Releases of / Beatport. /  / Aside from their studio work, Black V Neck have played at Sound in Los Angeles, Grasshopper Underground in Detroit, The Great Northern in San Francisco and Treehouse in Miami among many more notable venues throughout the U.S. They’ve also closed out the main pool deck on Groove Cruise, made their festival debut at Imagine Music Festival and left their mark at their first Dirtybird / Campout West Coast.","('37.7689950686633', '-122.419558579827')"
2997,1/18/2020,MNML:FUN with Samone and Trevor Sigler,Underground SF,sanfrancisco,us,https://www.residentadvisor.net/events/1372038,21:00 - 02:00,"424 Haight St, San Francisco, CA 94117, United States",unknown,21+,MNML:FUN,"Samone, Trevor Sigler, Peter Clarke, Zita Molnar, Lt. Daaan","MINIMAL // TECHNO // HOUSE / 3rd Saturdays at Underground SF  / $5 before 10pm, $10 after ($5 pre-sales good for entry all night) /  / Welcome to 2020, time to get this decade started! This month we're thrilled to feature Samone and Trevor Sigler, with opening support from MNML:FUN residents. /  / -- /  / Samone (Changes Chicago) / https://soundcloud.com/samone /  / DJ, Producer & Vocalist from Chicago. /  / Samone's style encompasses a variety of selections from four on the floor percussive house, classics, and grooving edits to obscure yet approachable disco. Samone has produced some of Chicago's most revered parties including Hugo Ball (former founding member), Changes, position, and the 100 person hotbox. Currently, she remains a staple DJ at Chicago's Smart Bar and other Chicago venues. Her excellent programming abilities, knowledge and experience bring inspiration and fun to the dance floor. /  / As a child raised on Chicago's southwest side, she spent countless weekends at the Roller Rink, dancing to her Mother's disco collection, and listening to WBMX on the radio. Disco, house and the city itself were a strong influence. /  / Samone is currently working in the studio on upcoming original music, remixes, edits, and vocal projects. /  / -- /  / Trevor Sigler (Romper Room) / https://soundcloud.com/tsigler3441 /  / A staple on the SF dance music scene over the past decade, Trevor has had his hands in some of the more psychedelic queer dance music parties like Romper Room and Squrrrl. A trained audio engineer, his sets lean towards the sounds that take full advantage of where a sound system can go. Glacial, roomy, and precise, Sigler takes a similar approach to his original productions that he does his DJ mixing. We are excited to see this patient and heartfelt music maker continue to make his mark on the Bay and further. /  / + residents + /  / Lt. Daaan  / Peter Clarke / Zita Molnar","('37.7723529', '-122.4293176')"
2998,1/18/2020,Fake and GAY: umru (PC Music) Alice Longyu Gao Live,The Stud,sanfrancisco,us,https://www.residentadvisor.net/events/1372122,21:00 - 03:00,"399 9th Street, San Francisco, CA 94103, United States",unknown,21+,Adam Kraft,"🎤 LIVE 🎤, , ALICE LONGYU GAO, , 🎵 DJs 🎵, , umru (PC MUSIC), , Adam Kraft, , 👸 SHOWS 👸, , BEVERLY CHILLS, , JOHNNY DEL REY, , MILITIA TOWERS",🍬 HYPER POP + BOUNCY CLUB 🍬 /  / 🍬 INNOCENT PLEASURES + ALBUM TREASURES 🍬 /  / FAKE and GAY in Paper Magazine: http://www.papermag.com/fake-gay-liz-2635383228.html /  / FAKE and GAY in Instinct Magazine: https://instinctmagazine.com/post/ready-for-fake-and-gay-a-dance-night-filled-with-hyper-pop-and-bubblegum-bass/ /  / FAKE and GAY in San Francisco Chronicle: https://www.sfchronicle.com/entertainment/article/New-SF-party-Fake-and-Gay-celebrates-pop-13175221.php /  / FAKE and GAY in Queerty: /  / https://www.queerty.com/pearl-something-special-planned-san-francisco-dont-expect-see-pearl-20190615 /  / FAKE and GAY in The Stranger: /  / https://www.thestranger.com/events/40901267/fake-and-gay-seattle,"('37.77282065', '-122.41000215')"
2999,1/18/2020,The Garden Party with Concret (Mayan Warrior),Monarch,sanfrancisco,us,https://www.residentadvisor.net/events/1372635,21:30 - 02:30,"101 6th Street, San Francisco, CA 94103, United States",unknown,21+,"Benjamin K, You're Welcome","Concret, Benjamin K, Torie, ","New year. New us. Welcome to the roaring 20's. Let's frolic ♥ /  / You're Welcome is opening the doors for you and yours into a vibrant landscape of prismatic colors, living breathing dreamscapes, and luscious smooth sounds. A fantastical floral fantasty land, where dreams and reality become one. We’ll be transforming Monarch’s lair of lust into the modern Garden of Eden: a luminous, wondrous world of flora and fauna, where your body and mind can transport to an immersive universe of imagination, love and primal groove.  /  / With this, you are cordially invited to..  / ~*~* The Garden Party *~*~ /  / Featuring sounds by: /  / ●• ----- CONCRET --- •● / (Mayan Warrior | Mexico City) / :: https://soundcloud.com/concretmusic / :::: https://www.facebook.com/Concretmusic /  / ●• ----- BENJAMIN K --- •● / (You're Welcome, Glitter Ranch) / :: https://soundcloud.com/benjamin-k / :::: https://www.facebook.com/bkvaluemealz /  / ●• ----- TORIE --- •● / (You're Welcome, ICARUS) / ::: https://soundcloud.com/yotorieee","('37.7809734', '-122.4084801')"
3000,1/18/2020,Martin Ikin,Halcyon,sanfrancisco,us,https://www.residentadvisor.net/events/1362380,22:00 - 04:00,"314 11th St, San Francisco, California, 94103",unknown,21+,Halcyon SF,"Martin Ikin , Andy P , Francesca Cavallo ",,"('37.771496', '-122.4138779')"
